"Udledning af drivhusgasser efter enhed, branche, type, kilde,"
"drivhusgas, område og tid"

" ";" ";" ";" ";" ";" ";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011"
"Udledning i ton"
" ";"I alt"
" ";" ";"Faktisk udledning"
" ";" ";" ";"Fossile brændsler (olie, kul, gas)"
" ";" ";" ";" ";"CO2"
" ";" ";" ";" ";" ";"Halsnæs";0;0;0;0;0;1;1;1;0;1;1;1
" ";" ";" ";" ";" ";"Roskilde";3;3;3;3;3;3;4;4;3;4;4;4
" ";" ";" ";" ";" ";"Solrød";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Gribskov";0;0;1;1;1;1;1;1;0;1;1;1
" ";" ";" ";" ";" ";"Odsherred";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Holbæk";1;1;1;2;1;2;2;2;1;2;2;2
" ";" ";" ";" ";" ";"Faxe";1;1;1;1;1;1;1;2;1;2;2;2
" ";" ";" ";" ";" ";"Kalundborg";1;1;2;2;2;2;2;2;1;2;3;2
" ";" ";" ";" ";" ";"Ringsted";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Slagelse";3;3;3;2;3;3;3;4;2;4;4;4
" ";" ";" ";" ";" ";"Stevns";1;1;2;2;2;3;3;3;1;2;2;2
" ";" ";" ";" ";" ";"Sorø";0;0;1;1;1;1;1;1;0;1;1;1
" ";" ";" ";" ";" ";"Lejre";0;0;1;1;1;1;1;1;0;1;1;1
" ";" ";" ";" ";" ";"Lolland";1;1;2;2;2;2;2;3;1;3;3;3
" ";" ";" ";" ";" ";"Næstved";2;3;3;3;3;3;3;4;2;4;4;4
" ";" ";" ";" ";" ";"Guldborgsund";3;3;4;4;4;4;5;5;3;5;5;5
" ";" ";" ";" ";" ";"Vordingborg";2;2;2;2;2;2;2;2;1;2;3;2
" ";" ";" ";" ";" ";"Bornholm";1;1;2;2;2;2;2;2;1;2;3;3
" ";" ";" ";" ";" ";"Middelfart";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Assens";1;1;2;2;2;2;2;3;1;3;3;3
" ";" ";" ";" ";" ";"Faaborg-Midtfyn";2;2;2;3;3;3;3;4;2;4;4;4
" ";" ";" ";" ";" ";"Kerteminde";0;0;0;1;1;1;1;1;0;1;1;1
" ";" ";" ";" ";" ";"Nyborg";2;2;3;3;3;3;3;3;2;3;3;3
" ";" ";" ";" ";" ";"Odense";4;5;6;5;6;6;6;8;4;16;18;17
" ";" ";" ";" ";" ";"Svendborg";1;2;2;2;2;2;3;3;1;3;3;3
" ";" ";" ";" ";" ";"Nordfyns";1;1;2;2;2;2;2;3;2;2;2;2
" ";" ";" ";" ";" ";"Langeland";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Ærø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Haderslev";2;2;3;3;3;3;3;3;2;3;3;3
" ";" ";" ";" ";" ";"Billund";1;1;1;1;1;1;2;2;1;2;2;2
" ";" ";" ";" ";" ";"Sønderborg";2;2;2;3;3;3;3;3;2;4;4;3
" ";" ";" ";" ";" ";"Tønder";1;1;2;2;2;3;3;3;1;2;2;2
" ";" ";" ";" ";" ";"Esbjerg";2;3;3;5;6;6;7;8;8;8;8;8
" ";" ";" ";" ";" ";"Fanø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Varde";1;1;2;2;2;3;3;3;1;3;3;3
" ";" ";" ";" ";" ";"Vejen";2;2;2;2;2;3;3;3;2;3;3;3
" ";" ";" ";" ";" ";"Aabenraa";1;4;4;5;5;5;5;6;2;5;6;5
" ";" ";" ";" ";" ";"Fredericia";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Horsens";2;2;3;3;3;3;3;4;2;4;4;4
" ";" ";" ";" ";" ";"Kolding";3;3;3;4;3;4;4;5;2;4;4;4
" ";" ";" ";" ";" ";"Vejle";2;2;3;3;3;4;4;5;2;4;4;4
" ";" ";" ";" ";" ";"Herning";3;3;4;5;6;7;7;9;4;8;9;8
" ";" ";" ";" ";" ";"Holstebro";4;4;4;4;4;5;5;5;3;5;5;5
" ";" ";" ";" ";" ";"Lemvig";1;1;1;1;1;1;1;2;1;2;2;2
" ";" ";" ";" ";" ";"Struer";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Syddjurs";3;2;6;7;6;6;5;4;2;3;3;3
" ";" ";" ";" ";" ";"Norddjurs";2;2;2;2;2;3;3;3;1;3;3;3
" ";" ";" ";" ";" ";"Favrskov";2;2;2;2;2;3;3;3;2;3;3;3
" ";" ";" ";" ";" ";"Odder";0;0;0;1;1;1;1;1;0;1;1;1
" ";" ";" ";" ";" ";"Randers";2;2;2;2;2;3;4;5;2;6;7;6
" ";" ";" ";" ";" ";"Silkeborg";2;2;3;3;3;4;4;5;2;4;5;4
" ";" ";" ";" ";" ";"Samsø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Skanderborg";2;2;2;2;2;3;3;3;2;3;3;3
" ";" ";" ";" ";" ";"Aarhus";4;4;6;7;8;9;9;10;5;9;11;10
" ";" ";" ";" ";" ";"Ikast-Brande";1;1;2;2;2;2;2;3;2;2;2;2
" ";" ";" ";" ";" ";"Ringkøbing-Skjern";2;2;2;3;3;3;3;4;2;3;4;3
" ";" ";" ";" ";" ";"Hedensted";1;1;1;2;2;2;2;3;1;3;3;2
" ";" ";" ";" ";" ";"Morsø";1;1;1;2;2;2;2;2;1;2;2;2
" ";" ";" ";" ";" ";"Skive";3;3;3;4;4;3;3;4;2;3;3;3
" ";" ";" ";" ";" ";"Thisted";2;2;3;3;3;4;4;5;2;4;4;4
" ";" ";" ";" ";" ";"Viborg";2;2;3;3;3;5;6;8;9;7;7;7
" ";" ";" ";" ";" ";"Brønderslev";1;1;2;2;2;2;2;2;1;2;2;2
" ";" ";" ";" ";" ";"Frederikshavn";2;2;2;2;2;3;3;3;2;3;3;3
" ";" ";" ";" ";" ";"Vesthimmerlands";2;2;2;3;3;3;3;3;2;3;4;3
" ";" ";" ";" ";" ";"Læsø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Rebild";1;1;1;2;1;2;2;2;1;2;2;2
" ";" ";" ";" ";" ";"Mariagerfjord";1;2;2;2;2;2;2;3;1;5;5;5
" ";" ";" ";" ";" ";"Jammerbugt";1;1;2;2;2;2;2;3;1;3;3;3
" ";" ";" ";" ";" ";"Aalborg";4;6;7;8;10;11;9;10;4;13;12;13
" ";" ";" ";" ";" ";"Hjørring";2;2;3;3;3;4;5;5;3;5;5;5
" ";" ";" ";" ";"Methan"
" ";" ";" ";" ";" ";"København";8;9;9;11;19;33;40;44;48;47;104;128
" ";" ";" ";" ";" ";"Frederiksberg";1;1;1;1;1;1;3;4;4;4;4;4
" ";" ";" ";" ";" ";"Ballerup";10;11;12;13;15;16;18;22;21;18;18;15
" ";" ";" ";" ";" ";"Brøndby";5;5;6;7;8;8;9;11;11;9;9;7
" ";" ";" ";" ";" ";"Dragør";5;6;6;7;8;8;9;11;10;9;9;7
" ";" ";" ";" ";" ";"Gentofte";23;26;26;30;35;35;38;47;46;40;39;33
" ";" ";" ";" ";" ";"Gladsaxe";11;13;13;15;18;19;20;25;24;21;21;16
" ";" ";" ";" ";" ";"Glostrup";6;6;6;7;8;8;10;12;12;11;11;9
" ";" ";" ";" ";" ";"Herlev";5;6;6;7;8;8;10;12;12;10;10;8
" ";" ";" ";" ";" ";"Albertslund";3;3;4;4;5;5;6;7;7;6;6;5
" ";" ";" ";" ";" ";"Hvidovre";11;13;28;40;64;101;76;109;129;144;215;209
" ";" ";" ";" ";" ";"Høje-Taastrup";10;11;12;13;15;16;17;21;21;18;18;14
" ";" ";" ";" ";" ";"Lyngby-Taarbæk";12;13;13;15;18;19;20;25;24;21;21;16
" ";" ";" ";" ";" ";"Rødovre";7;7;7;8;10;10;11;14;13;11;11;9
" ";" ";" ";" ";" ";"Ishøj";3;4;4;4;5;6;6;7;7;7;9;6
" ";" ";" ";" ";" ";"Tårnby";10;11;11;13;15;16;17;21;20;17;17;14
" ";" ";" ";" ";" ";"Vallensbæk";3;3;3;4;4;5;5;6;6;5;5;4
" ";" ";" ";" ";" ";"Furesø";12;13;13;15;18;18;20;24;23;20;20;16
" ";" ";" ";" ";" ";"Allerød";10;11;12;14;15;16;17;21;19;17;17;14
" ";" ";" ";" ";" ";"Fredensborg";11;12;12;14;16;17;19;23;22;21;21;16
" ";" ";" ";" ";" ";"Helsingør";16;18;19;22;25;27;29;35;35;32;33;26
" ";" ";" ";" ";" ";"Hillerød";21;22;24;27;31;38;42;53;55;50;40;34
" ";" ";" ";" ";" ";"Hørsholm";8;9;10;11;13;13;13;20;20;24;13;11
" ";" ";" ";" ";" ";"Rudersdal";20;23;23;27;31;33;35;43;42;36;50;36
" ";" ";" ";" ";" ";"Egedal";16;18;19;22;24;26;27;33;31;28;28;22
" ";" ";" ";" ";" ";"Frederikssund";19;20;22;26;29;31;33;39;37;33;33;26
" ";" ";" ";" ";" ";"Greve";16;19;20;23;26;27;29;35;33;29;29;22
" ";" ";" ";" ";" ";"Køge";145;141;116;35;37;40;43;52;50;45;45;38
" ";" ";" ";" ";" ";"Halsnæs";11;12;13;15;18;19;21;25;24;22;33;25
" ";" ";" ";" ";" ";"Roskilde";27;30;32;38;43;46;49;59;56;50;58;40
" ";" ";" ";" ";" ";"Solrød";7;8;9;10;11;12;13;16;15;13;13;11
" ";" ";" ";" ";" ";"Gribskov";19;20;22;25;29;34;35;43;42;41;45;36
" ";" ";" ";" ";" ";"Odsherred";22;24;27;30;33;35;37;45;45;42;42;34
" ";" ";" ";" ";" ";"Holbæk";39;42;51;59;62;71;75;87;82;76;76;63
" ";" ";" ";" ";" ";"Faxe";32;35;39;40;41;45;47;54;54;52;54;49
" ";" ";" ";" ";" ";"Kalundborg";41;45;59;67;66;81;85;97;91;89;91;76
" ";" ";" ";" ";" ";"Ringsted";31;29;33;36;35;41;41;44;41;38;42;39
" ";" ";" ";" ";" ";"Slagelse";46;50;57;63;65;75;86;101;96;94;98;88
" ";" ";" ";" ";" ";"Stevns";42;31;39;36;42;53;53;58;52;48;46;41
" ";" ";" ";" ";" ";"Sorø";20;21;27;30;31;36;37;42;40;37;38;32
" ";" ";" ";" ";" ";"Lejre";15;17;20;24;26;29;30;35;33;31;33;26
" ";" ";" ";" ";" ";"Lolland";49;53;58;62;62;70;73;83;84;80;81;75
" ";" ";" ";" ";" ";"Næstved";46;50;56;63;68;79;83;99;95;87;88;74
" ";" ";" ";" ";" ";"Guldborgsund";65;71;77;85;86;96;101;112;109;107;106;99
" ";" ";" ";" ";" ";"Vordingborg";44;47;52;56;57;62;65;73;72;69;71;64
" ";" ";" ";" ";" ";"Bornholm";49;52;63;69;67;73;73;87;78;76;82;77
" ";" ";" ";" ";" ";"Middelfart";26;28;32;35;38;43;45;53;51;47;47;40
" ";" ";" ";" ";" ";"Assens";55;55;67;74;73;92;92;101;97;89;89;77
" ";" ";" ";" ";" ";"Faaborg-Midtfyn";73;76;94;105;103;128;128;137;127;120;122;111
" ";" ";" ";" ";" ";"Kerteminde";16;17;19;21;23;25;25;32;30;28;29;24
" ";" ";" ";" ";" ";"Nyborg";30;32;37;40;40;48;48;54;51;46;45;41
" ";" ";" ";" ";" ";"Odense";67;73;78;84;93;105;119;169;203;213;243;223
" ";" ";" ";" ";" ";"Svendborg";45;48;56;62;63;73;75;87;81;75;76;65
" ";" ";" ";" ";" ";"Nordfyns";31;35;40;46;49;53;57;70;60;55;55;50
" ";" ";" ";" ";" ";"Langeland";25;27;31;32;31;35;35;36;35;32;31;32
" ";" ";" ";" ";" ";"Ærø";7;8;9;10;10;10;10;12;12;11;12;11
" ";" ";" ";" ";" ";"Haderslev";55;59;79;90;86;101;100;112;101;94;95;83
" ";" ";" ";" ";" ";"Billund";33;34;44;50;48;64;66;72;63;63;62;55
" ";" ";" ";" ";" ";"Sønderborg";52;55;65;74;75;85;87;100;92;82;82;68
" ";" ";" ";" ";" ";"Tønder";51;53;88;100;93;118;115;114;100;92;88;74
" ";" ";" ";" ";" ";"Esbjerg";70;75;87;96;103;123;137;160;146;132;129;107
" ";" ";" ";" ";" ";"Fanø";2;2;2;2;3;3;3;4;4;3;3;2
" ";" ";" ";" ";" ";"Varde";59;61;76;87;85;102;104;120;106;100;100;84
" ";" ";" ";" ";" ";"Vejen";55;57;67;72;73;92;96;107;93;89;89;84
" ";" ";" ";" ";" ";"Aabenraa";46;53;63;70;74;91;93;105;96;90;91;78
" ";" ";" ";" ";" ";"Fredericia";21;24;26;30;32;36;38;48;44;39;38;31
" ";" ";" ";" ";" ";"Horsens";58;62;75;84;84;100;100;115;104;94;91;77
" ";" ";" ";" ";" ";"Kolding";66;71;85;96;96;118;117;125;113;101;104;89
" ";" ";" ";" ";" ";"Vejle";91;96;118;149;146;187;185;200;176;159;152;132
" ";" ";" ";" ";" ";"Herning";102;104;130;152;164;223;233;258;233;226;249;225
" ";" ";" ";" ";" ";"Holstebro";67;67;81;86;86;104;107;114;108;103;104;95
" ";" ";" ";" ";" ";"Lemvig";35;34;38;40;42;53;58;69;63;62;62;57
" ";" ";" ";" ";" ";"Struer";25;27;34;39;36;42;41;45;40;36;35;31
" ";" ";" ";" ";" ";"Syddjurs";71;70;105;118;113;132;125;128;113;107;111;100
" ";" ";" ";" ";" ";"Norddjurs";61;63;67;75;74;88;81;87;84;80;83;75
" ";" ";" ";" ";" ";"Favrskov";54;58;68;73;73;89;93;107;97;92;85;74
" ";" ";" ";" ";" ";"Odder";15;16;19;22;23;28;29;32;30;27;26;21
" ";" ";" ";" ";" ";"Randers";62;67;79;89;93;118;129;151;141;162;172;149
" ";" ";" ";" ";" ";"Silkeborg";89;91;116;123;122;151;149;167;151;145;148;130
" ";" ";" ";" ";" ";"Samsø";5;6;8;10;11;13;13;14;13;12;13;12
" ";" ";" ";" ";" ";"Skanderborg";50;51;65;74;74;94;94;101;93;86;86;81
" ";" ";" ";" ";" ";"Aarhus";82;89;105;119;135;148;162;197;181;172;192;162
" ";" ";" ";" ";" ";"Ikast-Brande";46;56;71;77;73;91;89;93;82;76;75;69
" ";" ";" ";" ";" ";"Ringkøbing-Skjern";79;81;101;112;113;142;141;153;135;127;126;109
" ";" ";" ";" ";" ";"Hedensted";44;47;57;65;66;85;87;101;91;78;77;66
" ";" ";" ";" ";" ";"Morsø";25;27;31;36;36;42;42;47;42;41;41;36
" ";" ";" ";" ";" ";"Skive";62;65;78;89;90;104;109;124;114;106;107;97
" ";" ";" ";" ";" ";"Thisted";67;85;111;127;119;153;152;160;140;129;127;115
" ";" ";" ";" ";" ";"Viborg";80;85;108;122;125;158;170;198;183;169;168;147
" ";" ";" ";" ";" ";"Brønderslev";53;55;69;78;74;93;90;95;87;78;78;68
" ";" ";" ";" ";" ";"Frederikshavn";46;49;56;63;67;78;82;94;87;80;82;70
" ";" ";" ";" ";" ";"Vesthimmerlands";50;51;64;74;74;95;96;105;97;100;106;97
" ";" ";" ";" ";" ";"Læsø";4;4;5;5;5;7;7;7;7;7;7;7
" ";" ";" ";" ";" ";"Rebild";47;48;60;66;61;77;78;84;77;75;72;69
" ";" ";" ";" ";" ";"Mariagerfjord";47;51;63;70;70;85;87;104;116;109;109;99
" ";" ";" ";" ";" ";"Jammerbugt";56;56;68;74;73;89;97;109;97;92;88;82
" ";" ";" ";" ";" ";"Aalborg";97;107;125;139;148;173;186;218;203;188;188;162
" ";" ";" ";" ";" ";"Hjørring";73;79;100;114;112;150;157;172;150;149;156;137
" ";" ";" ";" ";"GWP (CO2-ækvivalenter)"
" ";" ";" ";" ";" ";"København";1309;1274;1643;1826;2241;2859;3071;3158;2458;3104;5364;6466
" ";" ";" ";" ";" ";"Frederiksberg";24;27;27;30;35;35;95;107;94;110;107;103
" ";" ";" ";" ";" ";"Ballerup";295;325;339;398;451;479;531;660;527;565;573;476
" ";" ";" ";" ";" ";"Brøndby";143;159;165;195;228;242;273;335;269;288;290;238
" ";" ";" ";" ";" ";"Dragør";145;162;171;199;227;244;265;330;260;285;289;231
" ";" ";" ";" ";" ";"Gentofte";678;749;761;873;1003;1018;1130;1417;1143;1220;1239;1080
" ";" ";" ";" ";" ";"Gladsaxe";331;375;391;463;533;553;612;746;601;648;657;520
" ";" ";" ";" ";" ";"Glostrup";1804;1804;1750;1908;1935;2072;2070;2151;1821;2145;2261;2200
" ";" ";" ";" ";" ";"Herlev";148;163;173;202;228;235;287;345;285;307;310;265
" ";" ";" ";" ";" ";"Albertslund";92;98;115;118;134;142;169;204;167;181;181;160
" ";" ";" ";" ";" ";"Hvidovre";339;442;1252;1974;3384;4455;3540;4783;3223;6151;9144;8858
" ";" ";" ";" ";" ";"Høje-Taastrup";474;496;521;583;621;546;507;619;507;559;573;462
" ";" ";" ";" ";" ";"Lyngby-Taarbæk";344;381;391;458;529;556;610;750;602;644;649;532
" ";" ";" ";" ";" ";"Rødovre";191;212;218;249;285;303;332;414;333;354;355;295
" ";" ";" ";" ";" ";"Ishøj";98;106;112;129;149;173;175;209;171;204;285;178
" ";" ";" ";" ";" ";"Tårnby";293;324;333;379;434;459;497;620;503;535;544;455
" ";" ";" ";" ";" ";"Vallensbæk";84;94;97;112;131;138;150;186;150;162;164;135
" ";" ";" ";" ";" ";"Furesø";339;372;391;452;512;534;589;723;572;627;638;528
" ";" ";" ";" ";" ";"Allerød";283;312;342;395;437;472;513;613;478;519;524;439
" ";" ";" ";" ";" ";"Fredensborg";307;337;358;405;455;501;558;686;554;634;659;520
" ";" ";" ";" ";" ";"Helsingør";471;523;555;656;749;791;864;1053;854;977;1010;840
" ";" ";" ";" ";" ";"Hillerød";590;626;692;773;896;1093;1223;1538;1319;1478;1219;1053
" ";" ";" ";" ";" ";"Hørsholm";599;606;609;660;753;774;832;1043;818;1001;419;361
" ";" ";" ";" ";" ";"Rudersdal";585;658;684;805;915;971;1055;1299;1033;1111;1880;1476
" ";" ";" ";" ";" ";"Egedal";461;515;560;636;698;763;811;976;780;842;862;704
" ";" ";" ";" ";" ";"Frederikssund";528;566;643;751;822;897;969;1156;925;1009;1026;836
" ";" ";" ";" ";" ";"Greve";475;540;571;663;743;800;854;1050;834;896;898;713
" ";" ";" ";" ";" ";"Køge";7890;7537;5992;1014;1077;1184;1296;1619;1247;1381;1412;1211
" ";" ";" ";" ";" ";"Halsnæs";315;347;387;448;505;565;617;754;595;666;1011;771
" ";" ";" ";" ";" ";"Roskilde";1518;1517;1541;1694;1963;2049;2148;2453;2024;2176;2443;2056
" ";" ";" ";" ";" ";"Solrød";209;237;251;293;332;355;386;476;378;402;409;349
" ";" ";" ";" ";" ";"Gribskov";554;576;629;723;824;975;1044;1269;1034;1244;1357;1113
" ";" ";" ";" ";" ";"Odsherred";612;667;766;870;941;1013;1078;1308;1109;1250;1270;1055
" ";" ";" ";" ";" ";"Holbæk";1088;1200;1465;1715;1758;2012;2171;2523;2013;2254;2299;1960
" ";" ";" ";" ";" ";"Faxe";1007;1098;1245;1196;1222;1357;1435;1637;1475;1621;1716;1582
" ";" ";" ";" ";" ";"Kalundborg";1166;1310;1703;1946;1881;2311;2456;2802;2230;2643;2741;2309
" ";" ";" ";" ";" ";"Ringsted";867;830;951;1050;1010;1167;1186;1300;1046;1157;1305;1202
" ";" ";" ";" ";" ";"Slagelse";1764;1912;2084;2035;2188;2483;2815;3220;2628;3135;3249;3000
" ";" ";" ";" ";" ";"Stevns";1313;976;1401;1348;1550;1883;1892;2066;1248;1712;1693;1589
" ";" ";" ";" ";" ";"Sorø";557;599;755;863;873;1026;1080;1224;978;1116;1155;1001
" ";" ";" ";" ";" ";"Lejre";431;487;592;690;739;837;872;1013;813;934;991;796
" ";" ";" ";" ";" ";"Lolland";1419;1544;1706;1840;1814;2078;2210;2595;2125;2455;2498;2352
" ";" ";" ";" ";" ";"Næstved";1678;1866;2051;2385;2244;2607;2814;3316;2622;2993;3110;2766
" ";" ";" ";" ";" ";"Guldborgsund";2399;2553;2724;3024;3009;3374;3551;3979;3227;3831;3833;3657
" ";" ";" ";" ";" ";"Vordingborg";1411;1449;1596;1738;1735;1905;2001;2239;1867;2174;2292;2104
" ";" ";" ";" ";" ";"Bornholm";1416;1509;1864;2044;1947;2140;2172;2579;2036;2335;2537;2409
" ";" ";" ";" ";" ";"Middelfart";803;874;977;1092;1140;1314;1325;1552;1265;1430;1452;1259
" ";" ";" ";" ";" ";"Assens";1533;1565;1952;2145;2110;2630;2668;2966;2358;2674;2704;2415
" ";" ";" ";" ";" ";"Faaborg-Midtfyn";2010;2125;2687;3022;2962;3657;3754;4070;3419;3658;3774;3505
" ";" ";" ";" ";" ";"Kerteminde";453;483;544;623;652;713;744;932;743;841;882;751
" ";" ";" ";" ";" ";"Nyborg";1298;1371;1566;1726;1681;1826;1932;2080;1792;1914;1869;1827
" ";" ";" ";" ";" ";"Odense";2491;3205;3537;3417;3726;4091;4459;5954;5605;9290;10734;10038
" ";" ";" ";" ";" ";"Svendborg";1399;1495;1770;1976;1958;2220;2360;2706;2119;2420;2470;2234
" ";" ";" ";" ";" ";"Nordfyns";926;1116;1314;1550;1661;1691;1923;2474;1997;1876;1900;1804
" ";" ";" ";" ";" ";"Langeland";758;820;928;972;918;1037;1043;1089;920;982;973;1008
" ";" ";" ";" ";" ";"Ærø";200;216;249;275;279;297;296;349;299;343;360;332
" ";" ";" ";" ";" ";"Haderslev";1713;1828;2435;2770;2609;3046;3043;3402;2637;2996;3020;2748
" ";" ";" ";" ";" ";"Billund";907;951;1245;1422;1344;1787;1853;2039;1536;1840;1847;1649
" ";" ";" ";" ";" ";"Sønderborg";1679;1715;2037;2401;2386;2663;2771;3164;2451;2814;2827;2473
" ";" ";" ";" ";" ";"Tønder";1442;1471;2487;2836;2590;3276;3258;3271;2428;2682;2602;2253
" ";" ";" ";" ";" ";"Esbjerg";2166;2357;2792;3449;3877;4537;5090;5914;5603;5251;5336;4676
" ";" ";" ";" ";" ";"Fanø";56;59;63;68;79;75;81;109;87;99;103;73
" ";" ";" ";" ";" ";"Varde";1689;1724;2194;2523;2456;3009;3088;3566;2664;2944;2991;2552
" ";" ";" ";" ";" ";"Vejen";1762;1839;2146;2239;2187;2771;2890;3209;2416;2814;2846;2626
" ";" ";" ";" ";" ";"Aabenraa";1287;2322;2714;2975;3056;3338;3568;3982;2639;3490;3742;3090
" ";" ";" ";" ";" ";"Fredericia";616;688;770;904;944;1057;1118;1423;1092;1197;1185;990
" ";" ";" ";" ";" ";"Horsens";1870;2045;2430;2733;2717;3157;3175;3678;2821;3297;3274;2802
" ";" ";" ";" ";" ";"Kolding";2196;2319;2746;3112;3034;3667;3624;4037;3123;3378;3503;3137
" ";" ";" ";" ";" ";"Vejle";2482;2653;3328;4197;4071;5199;5227;5699;4312;4657;4549;4021
" ";" ";" ";" ";" ";"Herning";3225;3220;3929;4894;5238;6840;7204;8097;6097;7292;7980;7240
" ";" ";" ";" ";" ";"Holstebro";2636;2601;3025;3189;3126;3704;3810;4053;3190;3794;3839;3530
" ";" ";" ";" ";" ";"Lemvig";1084;1053;1165;1176;1230;1526;1666;1986;1544;1847;1867;1743
" ";" ";" ";" ";" ";"Struer";711;771;963;1108;1017;1232;1182;1304;1011;1064;1064;943
" ";" ";" ";" ";" ";"Syddjurs";2274;2236;3983;4537;4180;4587;4161;4003;3132;3182;3341;3057
" ";" ";" ";" ";" ";"Norddjurs";1954;1994;2093;2330;2289;2700;2486;2687;2230;2512;2647;2359
" ";" ";" ";" ";" ";"Favrskov";1633;1753;2047;2233;2221;2697;2855;3292;2678;2937;2745;2465
" ";" ";" ";" ";" ";"Odder";408;439;529;622;648;796;828;926;727;806;808;666
" ";" ";" ";" ";" ";"Randers";1774;1904;2263;2609;2723;3494;3888;4568;3481;5236;5661;5052
" ";" ";" ";" ";" ";"Silkeborg";2516;2568;3302;3519;3472;4279;4335;4958;3909;4371;4521;4090
" ";" ";" ";" ";" ";"Samsø";155;182;220;280;300;363;378;405;320;365;391;355
" ";" ";" ";" ";" ";"Skanderborg";1603;1640;2065;2314;2312;2865;2928;3144;2447;2736;2784;2668
" ";" ";" ";" ";" ";"Aarhus";3047;3264;3983;4622;5254;5780;6285;7229;5411;6435;7355;6355
" ";" ";" ";" ";" ";"Ikast-Brande";1350;1637;2099;2252;2093;2606;2603;2750;2262;2285;2328;2227
" ";" ";" ";" ";" ";"Ringkøbing-Skjern";2181;2294;2872;3159;3164;3973;4013;4431;3366;3758;3761;3323
" ";" ";" ";" ";" ";"Hedensted";1235;1306;1617;1861;1872;2419;2548;2987;2286;2429;2418;2140
" ";" ";" ";" ";" ";"Morsø";835;911;1066;1328;1359;1476;1461;1662;1179;1470;1520;1398
" ";" ";" ";" ";" ";"Skive";2069;2215;2633;3038;3021;3236;3366;3811;2973;3215;3276;3072
" ";" ";" ";" ";" ";"Thisted";2022;2502;3289;3748;3504;4426;4513;4790;3646;3993;3983;3701
" ";" ";" ";" ";" ";"Viborg";2244;2396;3084;3492;3691;4744;5428;6538;6767;5789;5827;5351
" ";" ";" ";" ";" ";"Brønderslev";1431;1498;1934;2187;2055;2578;2540;2733;2122;2283;2314;2053
" ";" ";" ";" ";" ";"Frederikshavn";1491;1573;1761;2008;2083;2409;2516;2920;2287;2574;2635;2307
" ";" ";" ";" ";" ";"Vesthimmerlands";1644;1692;2093;2384;2351;2899;2973;3246;2613;3112;3326;3072
" ";" ";" ";" ";" ";"Læsø";98;106;134;149;148;185;186;192;167;208;206;199
" ";" ";" ";" ";" ";"Rebild";1270;1318;1673;1845;1711;2144;2196;2395;1892;2170;2122;2075
" ";" ";" ";" ";" ";"Mariagerfjord";1444;1553;1928;2143;2112;2533;2608;3239;2859;3860;3883;3694
" ";" ";" ";" ";" ";"Jammerbugt";1554;1572;1934;2104;2059;2531;2780;3112;2401;2743;2661;2515
" ";" ";" ";" ";" ";"Aalborg";3279;4148;4653;5457;6183;6949;6678;7781;5503;7822;7748;7532
" ";" ";" ";" ";" ";"Hjørring";2212;2389;3032;3441;3386;4485;4795;5223;3950;4711;4972;4486
" ";" ";" ";"El"
" ";" ";" ";" ";"CO2"
" ";" ";" ";" ";" ";"København";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Frederiksberg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ballerup";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Brøndby";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Dragør";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Gentofte";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Gladsaxe";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Glostrup";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Herlev";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Albertslund";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hvidovre";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Høje-Taastrup";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Lyngby-Taarbæk";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Rødovre";0;0;0;0;0;0;0;0;0;0;0;0
